ItemName,ItemType,ItemGrade,ItemRequiredType,ItemRequiredGender,ItemRequiredClass,ItemSet,ItemRandomStatsId,ItemRequiredAmount,ItemImage,ItemShape,ItemEffect,ItemStackSize,ItemSlots,ItemWeight,ItemLightRange,ItemLightIntensity,ItemDurability,ItemPrice,ItemToolTip,StartItem,NeedIdentify,ShowGroupPickup,GlobalDropNotify,ClassBased,LevelBased,CanMine,CanFastRun,CanAwakening,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero,BindDontDeathdrop,BindDontDrop,BindDontSell,BindDontStore,BindDontTrade,BindDontRepair,BindDontUpgrade,BindDestroyOnDrop,BindBreakOnDeath,BindBindOnEquip,BindNoSRepair,BindNoWeddingRing,BindUnableToRent,BindUnableToDisassemble,BindNoMail,BindNoHero,SpecialParalize,SpecialTeleport,SpecialClearRing,SpecialProtection,SpecialRevival,SpecialMuscle,SpecialFlame,SpecialHealing,SpecialProbe,SpecialSkill,SpecialNoDuraLoss,SpecialBlink,
HeavyArmour(M),Armour,Common,Level,Male,WarWizTao,None,2,22,62,3,0,1,0,23,0,0,25000,10000,"",False,False,False,False,False,False,False,False,True,4,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
HeavyArmour(F),Armour,Common,Level,Female,WarWizTao,None,2,22,82,3,0,1,0,23,0,0,25000,10000,"",False,False,False,False,False,False,False,False,True,4,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
MagicRobe(M),Armour,Common,Level,Male,WarWizTao,None,2,22,63,4,0,1,0,12,0,0,20000,10000,"",False,False,False,False,False,False,False,False,True,3,5,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
MagicRobe(F),Armour,Common,Level,Female,WarWizTao,None,2,22,83,4,0,1,0,12,0,0,20000,10000,"",False,False,False,False,False,False,False,False,True,3,5,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
SoulArmour(M),Armour,Common,Level,Male,WarWizTao,None,2,22,64,5,0,1,0,15,0,0,20000,10000,"",False,False,False,False,False,False,False,False,True,3,6,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
SoulArmour(F),Armour,Common,Level,Female,WarWizTao,None,2,22,84,5,0,1,0,15,0,0,20000,10000,"",False,False,False,False,False,False,False,False,True,3,6,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RelicArmour(M),Armour,Common,Level,Male,Assassin,None,2,22,2270,20,0,1,0,15,0,0,25000,10000,"",False,False,False,False,False,False,False,False,True,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RelicArmour(F),Armour,Common,Level,Female,Assassin,None,2,22,2280,20,0,1,0,15,0,0,25000,10000,"",False,False,False,False,False,False,False,False,True,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
LightLeatherArmour(M),Armour,Common,Level,Male,Archer,None,2,22,3420,35,0,1,0,12,0,0,20000,10000,"",False,False,False,False,False,False,False,False,True,3,5,3,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
LightLeatherArmour(F),Armour,Common,Level,Female,Archer,None,2,22,3430,35,0,1,0,12,0,0,20000,10000,"",False,False,False,False,False,False,False,False,True,3,5,3,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
IronArmour(M),Armour,Common,Level,Male,WarWizTao,None,2,33,62,3,0,1,0,51,0,0,30000,20000,"",False,False,False,False,False,False,False,False,True,5,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
IronArmour(F),Armour,Common,Level,Female,WarWizTao,None,2,33,82,3,0,1,0,51,0,0,30000,20000,"",False,False,False,False,False,False,False,False,True,5,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
WizardRobe(M),Armour,Common,Level,Male,WarWizTao,None,2,33,63,4,0,1,0,16,0,0,22000,20000,"",False,False,False,False,False,False,False,False,True,3,10,5,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
WitchRobe(F),Armour,Common,Level,Female,WarWizTao,None,2,33,83,4,0,1,0,16,0,0,22000,20000,"",False,False,False,False,False,False,False,False,True,3,10,5,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PearlArmour(M),Armour,Common,Level,Male,WarWizTao,None,2,33,64,5,0,1,0,26,0,0,24000,20000,"",False,False,False,False,False,False,False,False,True,3,12,4,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PearlArmour(F),Armour,Common,Level,Female,WarWizTao,None,2,33,84,5,0,1,0,26,0,0,24000,20000,"",False,False,False,False,False,False,False,False,True,3,12,4,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
AncientArmour(M),Armour,Common,Level,Male,Assassin,None,2,33,2271,21,0,1,0,26,0,0,30000,20000,"",False,False,False,False,False,False,False,False,True,4,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
AncientArmour(F),Armour,Common,Level,Female,Assassin,None,2,33,2281,21,0,1,0,26,0,0,30000,20000,"",False,False,False,False,False,False,False,False,True,4,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
TemperedArmour(M),Armour,Common,Level,Male,Archer,None,2,33,3421,36,0,1,0,16,0,0,22000,20000,"",False,False,False,False,False,False,False,False,True,3,10,5,7,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
TemperedArmour(F),Armour,Common,Level,Female,Archer,None,2,33,3431,36,0,1,0,16,0,0,22000,20000,"",False,False,False,False,False,False,False,False,True,3,10,5,7,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
SteelArmour(M),Armour,Rare,Level,Male,WarWizTao,None,2,40,590,6,0,1,0,62,0,0,35000,30000,"",False,False,True,False,False,False,False,False,True,6,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
SteelArmour(F),Armour,Rare,Level,Female,WarWizTao,None,2,40,600,6,0,1,0,62,0,0,35000,30000,"",False,False,True,False,False,False,False,False,True,6,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
DragonRobe(M),Armour,Rare,Level,Male,WarWizTao,None,2,40,591,7,0,1,0,19,0,0,24000,30000,"",False,False,True,False,False,False,False,False,True,4,12,5,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
DragonRobe(F),Armour,Rare,Level,Female,WarWizTao,None,2,40,601,7,0,1,0,19,0,0,24000,30000,"",False,False,True,False,False,False,False,False,True,4,12,5,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
TitanArmour(M),Armour,Rare,Level,Male,WarWizTao,None,2,40,592,8,0,1,0,33,0,0,28000,30000,"",False,False,True,False,False,False,False,False,True,5,15,4,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
TitanArmour(F),Armour,Rare,Level,Female,WarWizTao,None,2,40,602,8,0,1,0,33,0,0,28000,30000,"",False,False,True,False,False,False,False,False,True,5,15,4,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RoyalArmour(M),Armour,Rare,Level,Male,Assassin,None,2,40,2272,22,0,1,0,33,0,0,35000,30000,"",False,False,True,False,False,False,False,False,True,6,14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RoyalArmour(F),Armour,Rare,Level,Female,Assassin,None,2,40,2282,22,0,1,0,33,0,0,35000,30000,"",False,False,True,False,False,False,False,False,True,6,14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
StuddedArmour(M),Armour,Rare,Level,Male,Archer,None,2,40,3422,37,0,1,0,19,0,0,24000,30000,"",False,False,True,False,False,False,False,False,True,4,12,6,9,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
StuddedArmour(F),Armour,Rare,Level,Female,Archer,None,2,40,3432,37,0,1,0,19,0,0,24000,30000,"",False,False,True,False,False,False,False,False,True,4,12,6,9,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
BlackTigerArmour(M),Armour,Rare,Level,Male,WarWizTao,None,2,46,1030,16,0,1,0,62,0,0,45000,45000,"",False,False,True,False,False,False,False,False,True,8,23,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
BlackTigerArmour(F),Armour,Rare,Level,Female,WarWizTao,None,2,46,1040,16,0,1,0,62,0,0,45000,45000,"",False,False,True,False,False,False,False,False,True,8,23,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
LotusArmour(M),Armour,Rare,Level,Male,WarWizTao,None,2,46,1031,17,0,1,0,22,0,0,22000,45000,"",False,False,True,False,False,False,False,False,True,5,16,4,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
LotusArmour(F),Armour,Rare,Level,Female,WarWizTao,None,2,46,1041,17,0,1,0,22,0,0,22000,45000,"",False,False,True,False,False,False,False,False,True,5,16,4,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CraneArmour(M),Armour,Rare,Level,Male,WarWizTao,None,2,46,1032,18,0,1,0,27,0,0,28000,45000,"",False,False,True,False,False,False,False,False,True,6,18,3,9,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CraneArmour(F),Armour,Rare,Level,Female,WarWizTao,None,2,46,1042,18,0,1,0,27,0,0,28000,45000,"",False,False,True,False,False,False,False,False,True,6,18,3,9,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
StealthArmour(M),Armour,Rare,Level,Male,Assassin,None,2,46,2274,24,0,1,0,27,0,0,45000,45000,"",False,False,True,False,False,False,False,False,True,7,17,4,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
StealthArmour(F),Armour,Rare,Level,Female,Assassin,None,2,46,2284,24,0,1,0,27,0,0,45000,45000,"",False,False,True,False,False,False,False,False,True,7,17,4,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
LightTemperedArmour(M),Armour,Rare,Level,Male,Archer,None,2,46,3423,38,0,1,0,25,0,0,25000,45000,"",False,False,True,False,False,False,False,False,True,5,17,4,10,0,1,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
LightTemperedArmour(F),Armour,Rare,Level,Female,Archer,None,2,46,3433,38,0,1,0,25,0,0,25000,45000,"",False,False,True,False,False,False,False,False,True,5,17,4,10,0,1,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
BlueDarkArmour(M),Armour,Rare,Level,Male,WarWizTao,None,2,42,962,15,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,17,3,8,1,2,0,5,0,4,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
BlueDarkArmour(F),Armour,Rare,Level,Female,WarWizTao,None,2,42,972,15,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,17,3,8,1,2,0,5,0,4,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RedDarkArmour(M),Armour,Rare,Level,Male,WarWizTao,None,2,42,960,13,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,16,3,8,1,2,0,5,0,4,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RedDarkArmour(F),Armour,Rare,Level,Female,WarWizTao,None,2,42,970,13,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,16,3,8,1,2,0,5,0,4,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
GreenDarkArmour(M),Armour,Rare,Level,Male,WarWizTao,None,2,42,961,14,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,16,3,8,1,2,0,5,0,4,0,0,110,140,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
GreenDarkArmour(F),Armour,Rare,Level,Female,WarWizTao,None,2,42,971,14,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,16,3,8,1,2,0,5,0,4,0,0,110,140,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
GoldDarkArmour(M),Armour,Rare,Level,Male,Assassin,None,2,42,2273,23,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,15,4,10,1,2,0,5,0,4,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
GoldDarkArmour(F),Armour,Rare,Level,Female,Assassin,None,2,42,2283,23,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,15,4,10,1,2,0,5,0,4,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
ScaledArmour(M),Armour,Rare,Level,Male,Archer,None,2,42,3424,39,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,16,4,10,0,1,2,5,0,0,2,0,90,155,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
ScaledArmour(F),Armour,Rare,Level,Female,Archer,None,2,42,3434,39,0,1,0,18,0,0,30000,90000,"",False,False,True,False,False,False,False,False,True,5,16,4,10,0,1,2,5,0,0,2,0,90,155,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CrystalArmour(M),Armour,Rare,Level,Male,None,None,2,20,597,12,0,1,0,15,0,0,25000,20000,"",False,False,True,False,False,False,False,False,True,7,13,3,10,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
