MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero
Keratoid0,Keratoid,0,0,16,0,2500,1300,7,0,42,TRUE,TRUE,FALSE,TRUE,Provinces\Keratoid0,0,0,0,0,7,8,0,0,0,0,10,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
贝壳蛇,ShellNipper,0,0,16,0,2500,1200,7,0,52,TRUE,TRUE,FALSE,TRUE,Provinces\ShellNipper,0,0,0,0,4,10,0,0,0,0,7,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
贝壳蛇0,ShellNipper,0,0,16,0,2500,1200,7,0,52,TRUE,TRUE,FALSE,TRUE,Provinces\ShellNipper0,0,0,0,0,4,10,0,0,0,0,9,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天空猎手,SkyStinger,0,0,16,0,2500,1200,7,0,55,TRUE,TRUE,FALSE,TRUE,Provinces\SkyStinger,0,0,0,0,7,10,0,0,0,0,15,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天空猎手0,SkyStinger,0,0,16,0,2500,1200,7,0,55,TRUE,TRUE,FALSE,TRUE,Provinces\SkyStinger0,0,0,0,0,7,10,0,0,0,0,20,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
内脏蠕虫,VisceralWorm,0,0,16,0,2300,1000,7,0,60,TRUE,TRUE,FALSE,TRUE,Provinces\VisceralWorm,2,2,1,1,6,9,0,0,0,0,12,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沙虫,SandWorm,35,0,17,0,2300,1000,7,0,77,TRUE,TRUE,FALSE,TRUE,Provinces\SandWorm,0,0,0,0,8,11,0,0,0,0,13,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨型角膜动物,GiantKeratoid,0,0,27,5,2500,1000,7,0,480,TRUE,TRUE,FALSE,TRUE,Provinces\GiantKeratoid,0,0,0,0,7,15,0,0,0,0,5,8,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨型角膜虫1,GiantKeratoid,0,0,27,5,2500,1000,7,0,480,FALSE,TRUE,FALSE,FALSE,Provinces\GiantKeratoid1,0,0,0,0,7,15,0,0,0,0,17,20,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨型角膜虫2,GiantKeratoid,0,0,27,5,2500,1000,7,0,480,FALSE,TRUE,FALSE,FALSE,Provinces\GiantKeratoid2,0,0,0,0,7,15,0,0,0,0,15,20,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
洞穴蝙蝠,CaveBat,0,0,20,0,2500,1200,7,0,34,TRUE,TRUE,FALSE,TRUE,BichonProvince\OmaCave\CaveBat,2,2,0,0,4,6,0,0,0,0,11,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
洞穴蝙蝠0,CaveBat,0,0,20,0,2500,1200,7,0,34,TRUE,TRUE,FALSE,TRUE,BichonProvince\OmaCave\CaveBat0,2,2,0,0,4,6,0,0,0,0,11,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
穴居动物,CaveMaggot,7,0,31,0,2500,1000,7,0,122,TRUE,TRUE,FALSE,TRUE,BichonProvince\OmaCave\CaveMaggot,0,0,0,0,6,8,0,0,0,0,12,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毒蝎子,Scorpion,9,0,18,0,2500,1200,7,0,84,TRUE,TRUE,FALSE,TRUE,BichonProvince\OmaCave\Scorpion,2,2,0,0,7,16,0,0,0,0,10,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骷髅头,Skeleton,0,0,18,0,2500,1500,7,0,140,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\Skeleton,0,0,0,0,7,10,0,0,0,0,11,13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骷髅0,Skeleton,0,0,18,0,2500,1500,7,0,140,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\Skeleton0,0,0,0,0,7,10,0,0,0,0,11,13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斧头骷髅,AxeSkeleton,8,0,18,0,2500,1500,7,0,140,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\AxeSkeleton,0,0,0,0,4,9,0,0,0,0,15,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斧头骷髅0,AxeSkeleton,8,0,18,0,2500,1500,7,0,140,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\AxeSkeleton0,0,0,0,0,4,9,0,0,0,0,15,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斧头骷髅9,AxeSkeleton,8,0,18,0,2500,1500,7,0,140,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\AxeSkeleton9,0,0,0,0,4,9,0,0,0,0,15,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骷髅战士,BoneFighter,0,0,20,0,2300,1200,7,0,160,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\BoneFighter,2,2,1,1,7,13,0,0,0,0,11,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骷髅战士0,BoneFighter,0,0,20,0,2300,1200,7,0,160,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\BoneFighter0,2,2,1,1,7,13,0,0,0,0,11,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骨骼战士,BoneWarrior,0,0,19,0,2500,1500,7,0,180,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\BoneWarrior,0,0,0,0,2,15,0,0,0,0,12,15,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骨战士0,BoneWarrior,0,0,19,0,2500,1500,7,0,180,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\BoneWarrior0,0,0,0,0,2,15,0,0,0,0,12,15,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骷髅精英,BoneElite,0,0,50,10,2000,1200,7,0,960,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\BoneElite,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骷髅精英1,BoneElite,0,0,50,10,2000,1200,7,0,960,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\BoneElite1,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骷髅精英2,BoneElite,0,0,50,10,2000,1200,7,0,960,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\BoneElite2,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骷髅精灵9,BoneElite,0,0,50,10,2000,1200,7,0,960,TRUE,TRUE,TRUE,FALSE,BichonProvince\OmaCave\BoneElite9,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代斧头骷髅,AxeSkeleton,8,0,99,0,2000,1500,7,0,1450,TRUE,TRUE,TRUE,FALSE,AncientCaves\OmaCavern\Ancient_AxeSkeleton,0,0,0,0,17,39,0,0,0,0,15,12,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代斧头骷髅0,AxeSkeleton,8,0,99,0,2000,1500,7,0,1450,TRUE,TRUE,TRUE,FALSE,AncientCaves\OmaCavern\Ancient_AxeSkeleton0,0,0,0,0,17,39,0,0,0,0,15,12,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代骷髅,Skeleton,0,0,99,0,2000,1500,7,0,1400,TRUE,TRUE,TRUE,FALSE,AncientCaves\OmaCavern\Ancient_Skeleton,0,0,0,0,17,35,0,0,0,0,15,12,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代骷髅0,Skeleton,0,0,99,0,2000,1500,7,0,1400,TRUE,TRUE,TRUE,FALSE,AncientCaves\OmaCavern\Ancient_Skeleton0,0,0,0,0,17,35,0,0,0,0,15,12,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代的骷髅斗士,BoneFighter,0,0,19,0,2000,1200,7,0,1550,TRUE,TRUE,TRUE,FALSE,AncientCaves\OmaCavern\Ancient_BoneFighter,2,2,0,0,18,38,0,0,0,0,11,13,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代骷髅斗士0,BoneFighter,0,0,19,0,2000,1200,7,0,1550,TRUE,TRUE,TRUE,FALSE,AncientCaves\OmaCavern\Ancient_BoneFighter0,2,2,0,0,18,38,0,0,0,0,11,13,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代的骷髅战士,BoneWarrior,0,0,99,0,2300,1200,7,0,1500,TRUE,TRUE,TRUE,FALSE,AncientCaves\OmaCavern\Ancient_BoneWarrior,0,0,0,0,18,37,0,0,0,0,12,15,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代骷髅战士0,BoneWarrior,0,0,99,0,2300,1200,7,0,1500,TRUE,TRUE,TRUE,FALSE,AncientCaves\OmaCavern\Ancient_BoneWarrior0,0,0,0,0,18,37,0,0,0,0,12,15,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代骷髅精英,BoneElite,0,0,99,0,1800,1200,100,0,2000,TRUE,TRUE,FALSE,FALSE,AncientCaves\OmaCavern\Ancient_BoneElite,5,5,0,0,22,44,0,0,0,0,14,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
骨头呼,BoneWhoo,0,0,50,5,2000,1200,100,0,6000,TRUE,TRUE,FALSE,FALSE,,15,15,11,11,9,26,0,0,0,0,9,10,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸2,ShamanZombie,26,0,25,0,3000,1500,7,0,210,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie1,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸10,ShamanZombie,26,0,25,0,3000,1500,7,0,210,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie10,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
挖洞僵尸2,DigOutZombie,24,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie2,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
挖洞僵尸20,DigOutZombie,24,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie20,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸3,ClZombie,25,0,12,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie3,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸30,ClZombie,25,0,12,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie30,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸4,NdZombie,25,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie4,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸40,NdZombie,25,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie40,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸5,CrawlerZombie,25,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie5,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸50,CrawlerZombie,25,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\Zombie50,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
食尸鬼,Ghoul,0,0,50,5,2800,1500,7,0,1200,TRUE,TRUE,FALSE,FALSE,BichonProvince\DeadMine\Ghoul,3,3,3,3,18,38,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
食尸鬼1,Ghoul,0,0,50,0,2000,600,7,0,1200,TRUE,TRUE,FALSE,FALSE,,100,100,0,0,0,60,0,0,0,0,20,17,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
食尸鬼2,Ghoul,0,0,50,0,2800,1500,7,0,900,TRUE,TRUE,FALSE,FALSE,BichonProvince\DeadMine\Ghoul2,3,3,3,3,18,28,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
食尸鬼4,Ghoul,0,0,50,5,2800,1500,7,0,1200,TRUE,TRUE,FALSE,FALSE,,3,3,3,3,12,25,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牧师僵尸,DigOutZombie,24,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\PriestZombie,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牧师僵尸0,DigOutZombie,24,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\PriestZombie0,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸,ClZombie,25,0,12,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\ClZombie,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸0,ClZombie,25,0,12,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\ClZombie0,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸1,NdZombie,25,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\NdZombie,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd僵尸00,NdZombie,25,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\NdZombie0,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
爬行者之墓(CrawlerZombie),CrawlerZombie,25,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\CrawlerZombie,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
爬行者僵尸0,CrawlerZombie,25,0,25,0,3000,2000,7,0,200,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\CrawlerZombie0,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫师僵尸,ShamanZombie,26,0,25,0,3000,1500,7,0,210,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\ShamanZombie,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
萨满僵尸0,ShamanZombie,26,0,25,0,3000,1500,7,0,210,TRUE,TRUE,TRUE,FALSE,BichonProvince\DeadMine\ShamanZombie0,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
旋转僵尸,NdZombie,25,0,25,0,3000,2000,7,0,500,TRUE,TRUE,TRUE,FALSE,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
萨满僵尸,ShamanZombie,26,0,25,0,3000,1500,7,0,500,TRUE,TRUE,TRUE,FALSE,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僵尸51,ShamanZombie,26,0,25,0,3000,1500,7,0,500,TRUE,TRUE,TRUE,FALSE,MongchonProvince\SabukTomb,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
伟大的食尸鬼,Ghoul,0,0,50,5,2800,1500,7,0,1200,TRUE,TRUE,FALSE,FALSE,,3,3,3,3,12,28,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白蛇传,GiantWhiteSnake,0,0,50,0,1900,1700,7,0,360,TRUE,TRUE,FALSE,FALSE,SerpantValley\ViperCave\WhiteSerpent,10,10,15,15,15,45,0,0,0,0,16,16,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
尸鬼10,Ghoul,0,0,50,0,2000,600,7,0,115,FALSE,TRUE,FALSE,FALSE,SerpantValley\ViperCave\Ghoul10,100,100,0,0,0,60,0,0,0,0,20,17,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蓝毒蛇,BlueSnake,0,0,55,0,1700,1700,7,0,5400,TRUE,TRUE,FALSE,TRUE,SerpantValley\ViperCave\BlueViper,7,7,10,10,44,52,0,0,0,0,16,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蓝毒蛇0,BlueSnake,0,0,55,0,1700,1700,7,0,5400,TRUE,TRUE,FALSE,TRUE,SerpantValley\ViperCave\BlueViper0,7,7,10,10,44,52,0,0,0,0,16,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黄色毒蛇,YellowSnake,0,0,55,0,1700,1700,7,0,5600,TRUE,TRUE,FALSE,TRUE,SerpantValley\ViperCave\YellowViper,11,11,15,15,44,52,0,0,0,0,16,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
