MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero,
SkyStinger0,SkyStinger,0,0,16,0,2500,1200,7,0,55,True,True,False,True,Provinces\SkyStinger0,0,0,0,0,7,10,0,0,0,0,20,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VisceralWorm,VisceralWorm,0,0,16,0,2300,1000,7,0,60,True,True,False,True,Provinces\VisceralWorm,2,2,1,1,6,9,0,0,0,0,12,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SandWorm,SandWorm,35,0,17,0,2300,1000,7,0,77,True,True,False,True,Provinces\SandWorm,0,0,0,0,8,11,0,0,0,0,13,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GiantKeratoid,GiantKeratoid,0,0,27,5,2500,1000,7,0,480,True,True,False,True,Provinces\GiantKeratoid,0,0,0,0,7,15,0,0,0,0,5,8,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GiantKeratoid1,GiantKeratoid,0,0,27,5,2500,1000,7,0,480,False,True,False,False,Provinces\GiantKeratoid1,0,0,0,0,7,15,0,0,0,0,17,20,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GiantKeratoid2,GiantKeratoid,0,0,27,5,2500,1000,7,0,480,False,True,False,False,Provinces\GiantKeratoid2,0,0,0,0,7,15,0,0,0,0,15,20,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CaveBat,CaveBat,0,0,20,0,2500,1200,7,0,34,True,True,False,True,BichonProvince\OmaCave\CaveBat,2,2,0,0,4,6,0,0,0,0,11,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CaveBat0,CaveBat,0,0,20,0,2500,1200,7,0,34,True,True,False,True,BichonProvince\OmaCave\CaveBat0,2,2,0,0,4,6,0,0,0,0,11,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CaveMaggot,CaveMaggot,7,0,31,0,2500,1000,7,0,122,True,True,False,True,BichonProvince\OmaCave\CaveMaggot,0,0,0,0,6,8,0,0,0,0,12,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scorpion,Scorpion,9,0,18,0,2500,1200,7,0,84,True,True,False,True,BichonProvince\OmaCave\Scorpion,2,2,0,0,7,16,0,0,0,0,10,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Skeleton,Skeleton,0,0,18,0,2500,1500,7,0,140,True,True,True,False,BichonProvince\OmaCave\Skeleton,0,0,0,0,7,10,0,0,0,0,11,13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Skeleton0,Skeleton,0,0,18,0,2500,1500,7,0,140,True,True,True,False,BichonProvince\OmaCave\Skeleton0,0,0,0,0,7,10,0,0,0,0,11,13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AxeSkeleton,AxeSkeleton,8,0,18,0,2500,1500,7,0,140,True,True,True,False,BichonProvince\OmaCave\AxeSkeleton,0,0,0,0,4,9,0,0,0,0,15,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AxeSkeleton0,AxeSkeleton,8,0,18,0,2500,1500,7,0,140,True,True,True,False,BichonProvince\OmaCave\AxeSkeleton0,0,0,0,0,4,9,0,0,0,0,15,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AxeSkeleton9,AxeSkeleton,8,0,18,0,2500,1500,7,0,140,True,True,True,False,BichonProvince\OmaCave\AxeSkeleton9,0,0,0,0,4,9,0,0,0,0,15,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneFighter,BoneFighter,0,0,20,0,2300,1200,7,0,160,True,True,True,False,BichonProvince\OmaCave\BoneFighter,2,2,1,1,7,13,0,0,0,0,11,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneFighter0,BoneFighter,0,0,20,0,2300,1200,7,0,160,True,True,True,False,BichonProvince\OmaCave\BoneFighter0,2,2,1,1,7,13,0,0,0,0,11,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneWarrior,BoneWarrior,0,0,19,0,2500,1500,7,0,180,True,True,True,False,BichonProvince\OmaCave\BoneWarrior,0,0,0,0,2,15,0,0,0,0,12,15,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneWarrior0,BoneWarrior,0,0,19,0,2500,1500,7,0,180,True,True,True,False,BichonProvince\OmaCave\BoneWarrior0,0,0,0,0,2,15,0,0,0,0,12,15,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneElite,BoneElite,0,0,50,10,2000,1200,7,0,960,True,True,True,False,BichonProvince\OmaCave\BoneElite,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneElite1,BoneElite,0,0,50,10,2000,1200,7,0,960,True,True,True,False,BichonProvince\OmaCave\BoneElite1,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneElite2,BoneElite,0,0,50,10,2000,1200,7,0,960,True,True,True,False,BichonProvince\OmaCave\BoneElite2,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneElite9,BoneElite,0,0,50,10,2000,1200,7,0,960,True,True,True,False,BichonProvince\OmaCave\BoneElite9,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_AxeSkeleton,AxeSkeleton,8,0,99,0,2000,1500,7,0,1450,True,True,True,False,AncientCaves\OmaCavern\Ancient_AxeSkeleton,0,0,0,0,17,39,0,0,0,0,15,12,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_AxeSkeleton0,AxeSkeleton,8,0,99,0,2000,1500,7,0,1450,True,True,True,False,AncientCaves\OmaCavern\Ancient_AxeSkeleton0,0,0,0,0,17,39,0,0,0,0,15,12,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_Skeleton,Skeleton,0,0,99,0,2000,1500,7,0,1400,True,True,True,False,AncientCaves\OmaCavern\Ancient_Skeleton,0,0,0,0,17,35,0,0,0,0,15,12,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_Skeleton0,Skeleton,0,0,99,0,2000,1500,7,0,1400,True,True,True,False,AncientCaves\OmaCavern\Ancient_Skeleton0,0,0,0,0,17,35,0,0,0,0,15,12,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BoneFighter,BoneFighter,0,0,19,0,2000,1200,7,0,1550,True,True,True,False,AncientCaves\OmaCavern\Ancient_BoneFighter,2,2,0,0,18,38,0,0,0,0,11,13,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BoneFighter0,BoneFighter,0,0,19,0,2000,1200,7,0,1550,True,True,True,False,AncientCaves\OmaCavern\Ancient_BoneFighter0,2,2,0,0,18,38,0,0,0,0,11,13,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BoneWarrior,BoneWarrior,0,0,99,0,2300,1200,7,0,1500,True,True,True,False,AncientCaves\OmaCavern\Ancient_BoneWarrior,0,0,0,0,18,37,0,0,0,0,12,15,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BoneWarrior0,BoneWarrior,0,0,99,0,2300,1200,7,0,1500,True,True,True,False,AncientCaves\OmaCavern\Ancient_BoneWarrior0,0,0,0,0,18,37,0,0,0,0,12,15,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BoneElite,BoneElite,0,0,99,0,1800,1200,100,0,2000,True,True,False,False,AncientCaves\OmaCavern\Ancient_BoneElite,5,5,0,0,22,44,0,0,0,0,14,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoneWhoo,BoneWhoo,0,0,50,5,2000,1200,100,0,6000,True,True,False,False,,15,15,11,11,9,26,0,0,0,0,9,10,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie1,ShamanZombie,26,0,25,0,3000,1500,7,0,210,True,True,True,False,BichonProvince\DeadMine\Zombie1,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie10,ShamanZombie,26,0,25,0,3000,1500,7,0,210,True,True,True,False,BichonProvince\DeadMine\Zombie10,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie2,DigOutZombie,24,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\Zombie2,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie20,DigOutZombie,24,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\Zombie20,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie3,ClZombie,25,0,12,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\Zombie3,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie30,ClZombie,25,0,12,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\Zombie30,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie4,NdZombie,25,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\Zombie4,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie40,NdZombie,25,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\Zombie40,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie5,CrawlerZombie,25,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\Zombie5,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie50,CrawlerZombie,25,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\Zombie50,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ghoul,Ghoul,0,0,50,5,2800,1500,7,0,1200,True,True,False,False,BichonProvince\DeadMine\Ghoul,3,3,3,3,18,38,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ghoul1,Ghoul,0,0,50,0,2000,600,7,0,1200,True,True,False,False,,100,100,0,0,0,60,0,0,0,0,20,17,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ghoul2,Ghoul,0,0,50,0,2800,1500,7,0,900,True,True,False,False,BichonProvince\DeadMine\Ghoul2,3,3,3,3,18,28,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ghoul4,Ghoul,0,0,50,5,2800,1500,7,0,1200,True,True,False,False,,3,3,3,3,12,25,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PriestZombie,DigOutZombie,24,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\PriestZombie,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PriestZombie0,DigOutZombie,24,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\PriestZombie0,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ClZombie,ClZombie,25,0,12,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\ClZombie,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ClZombie0,ClZombie,25,0,12,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\ClZombie0,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NdZombie,NdZombie,25,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\NdZombie,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NdZombie0,NdZombie,25,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\NdZombie0,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CrawlerZombie,CrawlerZombie,25,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\CrawlerZombie,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CrawlerZombie0,CrawlerZombie,25,0,25,0,3000,2000,7,0,200,True,True,True,False,BichonProvince\DeadMine\CrawlerZombie0,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ShamanZombie,ShamanZombie,26,0,25,0,3000,1500,7,0,210,True,True,True,False,BichonProvince\DeadMine\ShamanZombie,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ShamanZombie0,ShamanZombie,26,0,25,0,3000,1500,7,0,210,True,True,True,False,BichonProvince\DeadMine\ShamanZombie0,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RotNdZombie,NdZombie,25,0,25,0,3000,2000,7,0,500,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RotShamanZombie,ShamanZombie,26,0,25,0,3000,1500,7,0,500,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zombie51,ShamanZombie,26,0,25,0,3000,1500,7,0,500,True,True,True,False,MongchonProvince\SabukTomb,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HiGreatGhoul,Ghoul,0,0,50,5,2800,1500,7,0,1200,True,True,False,False,,3,3,3,3,12,28,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhiteSerpent,GiantWhiteSnake,0,0,50,0,1900,1700,7,0,360,True,True,False,False,SerpantValley\ViperCave\WhiteSerpent,10,10,15,15,15,45,0,0,0,0,16,16,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ghoul10,Ghoul,0,0,50,0,2000,600,7,0,115,False,True,False,False,SerpantValley\ViperCave\Ghoul10,100,100,0,0,0,60,0,0,0,0,20,17,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlueViper,BlueSnake,0,0,55,0,1700,1700,7,0,5400,True,True,False,True,SerpantValley\ViperCave\BlueViper,7,7,10,10,44,52,0,0,0,0,16,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlueViper0,BlueSnake,0,0,55,0,1700,1700,7,0,5400,True,True,False,True,SerpantValley\ViperCave\BlueViper0,7,7,10,10,44,52,0,0,0,0,16,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
YellowViper,YellowSnake,0,0,55,0,1700,1700,7,0,5600,True,True,False,True,SerpantValley\ViperCave\YellowViper,11,11,15,15,44,52,0,0,0,0,16,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
YellowViper0,YellowSnake,0,0,55,0,1700,1700,7,0,5600,True,True,False,True,SerpantValley\ViperCave\YellowViper0,11,11,15,15,44,52,0,0,0,0,16,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GuardianViper,GiantWhiteSnake,0,0,55,0,1900,1700,7,0,12000,False,True,False,False,SerpantValley\ViperCave\GuardianViper,10,10,15,15,15,45,0,0,0,0,16,16,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yimoogi,Yimoogi,36,0,70,10,800,600,7,0,20000,False,True,False,False,SerpantValley\ViperCave\Yimoogi,40,40,45,45,70,130,0,0,0,0,25,25,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TreasureBox,Treasurebox,3,0,60,0,1000,1500,7,0,0,False,True,False,False,,0,0,100,100,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EliteArcher,ZumaArcher,8,0,40,0,2000,1000,7,0,3400,True,True,False,False,,12,12,18,18,12,30,0,0,0,0,15,15,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EliteStatue,ZumaStatue,15,0,50,0,2000,1000,7,0,3600,True,True,False,False,,15,15,15,15,30,50,0,0,0,0,17,15,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EliteGuardian,ZumaGuardian,15,0,50,0,2000,1000,7,0,4000,True,True,False,False,,15,15,18,18,30,55,0,0,0,0,17,15,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilSpider,CrystalSpider,0,0,65,0,2000,1000,7,0,4500,True,True,False,False,,12,12,15,15,25,50,0,0,0,0,17,15,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
